content,score
Bagus bangt.,4
Sangat membantu,4
Puas,5
Sangat memuaskan untuk aplikasi ini 🤗🤗🤗,5
"Ini kenapa untuk buka sertifikat tidak bisa ya, jadi putih semua padahal sudah vaksin lengkap. Boleh minta solusi nya, terima kasih.",1
Good,5
Kenapa gk bisa di di download di hp tipe oppo a1601,1
⁸.i:丫..•. : .•..|. :.,3
Simpel,5
Top,5
Sangat bermanfaat,2
Ok,5
"Apk yang sangat bagus, dan berguna bagi yang memakainya dengan bijak dan benar",4
Ok,4
Ngecek sertifikat vaksin keluarnya putih2 doang,1
Bagus,5
Ko Ie Ianbynn Ii. .,2
Disuruh update..tpi..gak bisa-bisa..mau tunggu berapa lama lagi...!!,1
Mantaaap,5
Selalu ada kebijakan,5
Ok,5
Sangat Membantu..,5
Gak bisa lihat sertifikat vaksin percuma gak guna,1
APLIKASI KONTOLL,1
Akses utk kesehatan dan persyaratan kesehatan,5
Bapak ibu tolong Kendala yg sangat merepotkan adlah ketika memasukkan TTL tangan sampai capek pas mau setting TTL. Tolong segera ditindak lanjuti agar masyarakat lebih mudah dlm mengisi data TTLnya. TERIMAKASIH,5
Sangat bagus,5
Aqu mau cek kartu vaksin MUHAMMAD RIYANDI,1
Mantap,5
"Gimana si nih apk.masa liat sertifikat vaksin gak bisa trs, munculnya cuma layar putih",1
Ok,5
Mau update tapi tertunda terus...why???,2
"Aplikasi kaga guna, gue udh vaksin booster (vaksin ke 3), udh lama banget sertifikat vaksin nye kaga keluar2 di peduli lindung",1
Tidak visa ke buka,5
oplk ok 8loooĺopòl,3
Login nya susah,1
Mantap,5
Vaksin itu ..melindung kita dari..penyakit yg berbahaya covid..19,5
Belum ada,3
"Parah bgt, mau lihat sertifikat vaksin aja lemotnya kebangetan👎🏼",1
Siip,5
Sudah vaksin,2
Faksin memang sangat bermanfaat untuk melindungi imun tubuh,5
Makasih banyak 🙏🙏🙏🙏,5
Memenuhi ram:((,1
Masa untuk warga negara sendiri suruh masukin paspor.. ini gimana? Orang desa kagak pada ngarti min Tolong kebijakannya,1
Rp 100000,5
Sangat membantu,5
"tolong di bantu dong, sudah vaksin ke 3 tapi belom dapat sertifikat, sudah 5bulan lamanya, susah sekali ngurus kerja di indonesia kalau belom bersetifikat booster. paayahh",1
g wieh,3
Bagus bgt apl ny,5
"Buka aplikasi yang lain dan youtube lancar, giliran buka ini malah loading terus, buka sertifikat aja gabisa bisa",1
Bagus,5
Ok,5
oke,5
Good job,5
Aplikasi bikin naik darah. Mau ubah tanggal alahir saja bkin emosi nga bisa di isi manual. Mempersulit hidup bangke.,1
Lumayan cakap bangt,5
novamelisa,1
Ok,5
Good,5
Aplikasi dibuka minta diperbarui terus.,2
Ok,5
Tidak ada,5
Dengan APL pedili Lingkungan ini lebih sinpel ndak usah repot2 fotokopi kertu vaksin,3
Mantab,5
"Mohon bantuannya, user not found terus nomor HPnya beserta emailnya, pdahal nomornya ng dalam masa tenggang, tolong dibantu",3
"Emang masih ada covid, negara lain sibuk perang !!! Gak jelas negara ini... Bebaskan kami beraktivitas tanpa cegatan karna aplikasi ini... Stop covid gak ada stop jual aplikasi. !!!",1
Baguuuuuuusssssssssssssssssssssssssssssss,5
Siap,5
Sangat membantu,5
Setelah di perbaharui malah loadingnya lama... Cek sertivikat vaksin malah blank layar putih yg muncul...!!!,1
"Semoga maju terus kementerian kesehatan RI untuk membuat Indonesia selalu sehat, bertumbuh",5
ok,5
PERBAIKI LAGI BANYAK ORANG NGGA BISA LOGIN,1
Good,4
"Aplikasi error tidak bisa mengklaim sertifikat, tolong di perbaiki lgi karena rakyat sdh susah malah di tambah susah",1
Top,5
Ok,5
"Pak, bu mohon maaf sebelum nya. saya merasa kurang nyaman kalo aplikasi ini terus di update sedangkan kalo kita ga update apk ini, kita ga bisa buka apk ini, saya merasa tidak nyaman karna harus terus mengupdate apk ini setiap kali ingin saya pakai, mohon di pertimbangkan lagi kedepan nya. Terimakasih",2
"Kurang bagus,masa baru masuk gagal terus....",1
we as sy trees tawa esaZ tdSr Edeerd eewsozwet4se,5
Woiiiii...!!!Saya sudah mengajukan vaccine non indonesia sudah 7 hari tp belum di approval.. Jadi saya tidak bisa vaksik booster karna datanya belum maksuk yang vaksin ke 1 sama ke 2 nya. Alhasil saya tidak bisa bekerja karena persyaratannya harus sudah vaksin ke 3.. Indonesia sudah njrimet kebanyakan peraturan. Mbokya jgn di bikin lelet ..,1
Oke,5
"Tolong diperbaiki aplikasiY,,,kok sertifikat vaksin ngak mau muncul2,,,loadingY lama,,saat dibtuhkan kok malah busuk bgini aplikasiY,,padahal udah UPDATE",4
Kenapa habis d update ga bisa buka sertifikat vaksinnya,1
mantap,5
Dalam status Covid-19 Setelah sy di Vaksin tgl 16 juli 21 . Tgl 22 juli sy kena Covid-19 dan tgl 30 juli sy msk rmh sakit Medika ciledug .tgl 12 agustus 21 oleh rmh sakit Medika di perbolehkan pulang ..Alhamdulillah ..hnya Napas msh kurang panjang ...krn sy cb Azan napas sy kurang panjang hbs kena Covid -19.,5
Fbxse,3
"Download vaksin who gimana? Jelek bgt tulisan sudah terdownload di galeri di file gaada,benerin dong heran aplikasi makin jelek",1
Mantap,5
Sehat untuk bertahan,5
Bagus,5
Awesome,5
Banyak bug. Lemot banget.,1
Memudahkan semua urusan baik urusan ke pemerintahan maupun swasta,5
Covad covid ga ada habisnya Kenapa ga dinyatakan endemi saja Batuk dikit cek positif Badan seger dan enak dibilang positif Ngabisin duit rakyat saja,1
Peduli lindungi,5
Aplikasi cacad,1
Bagus dan berguna,5
Ok bgt,5
Kita jadi tahu tentang ilmu kesehatan dan tolak ukur dlm kesehatan masyarakat kita ...dan diri sendiri,1
Mempermudah perjalanan,4
Good,5
Mau liat status vaksin gak bisa dong,2
Oke aplikasinya sangat berguna,5
Aplikasi mantab,5
Cukup baik dan membuat lebih mudah utk mendapatkan info kesehatan maupun pakein,3
Peduli lindungi ini sangat membantu dan praktis,5
Kenapa nomor hp tidak bisa didaftar untuk kedua kalinya. Lalu daftar ulang caranya bagaimana ?,5
😶😵😙😙😙😵ba,2
GA ADA KEBANGGAAN SAMA SEKALI PUNYA APLIKASI INI!!,1
"Virus SDH tdk ,mau ke jln aja ,arus unjuk aplikasi pelindung",5
good,5
Aplikasi yang sangat bagus dan mudah digunakan😁😉😊🥰,5
Sangatlah membantu,5
gak bisa dibuka cok,1
Bagus,5
Terima kasih sukses selalu Peduli lindungi,5
Mantap jiwa,5
LANCAR DAN SY SDH DI VAKSIN BOSTER .,4
Good,5
Kok tdk bsa ke buka,5
Vaksin Booster ke- 3 saya kok belum masuk ya Pak?,5
Yang mudah aja di bikin sulit,1
Semoga covid segera bersih dari Negri Indonesia,5
Mantap aplikasinya,5
.ak udh download sertifikat vaksin internasional tp ga ada trsimpan d hp .. ap masalah nya ?????,1
gak bisa daftar program vaksinasi,5
Bagus,5
9m405997,4
Bagus sekali,5
Sangat membantu,5
Ok. Rekomen.,5
Aplikasi ini ribet mau daptar aja susa bener,2
"gegara update"" trus jadi hilang sertifikat faksin ku",1
Kenapa harus sering d update...?,4
Sangat memuaskan,5
Lebih mudah kalo d bwa kemna²,5
"Aplikasi ini buat apa ya? Setiap update pasti ilang datanya Kalo masih harus ke website, ngapain dibuat aplikasinya?",1
Terimakasih,5
"Sertifikat vaksin gk bisa diakses, cuma tampil layar putih",3
Ok,5
Jos,5
Bagus,5
Updated tidak perlu karena mempengaruhi aplikasi penting lainnya diminta hapus.,1
Aplikasi peduli Lindungi sangat membantu info perjalanan saya,5
Terimakasih,4
Good 🙏🙏,4
Bikin susah,1
Ok punya,5
"ka saya pas log in pake no kartu yang lama, no kartu nya udah ga ada, bisa log in menggunakan NIK ga mohon bantuannya",3
"Aplikasi mempersulit masyarakat,gimanasi mau daftr aja susah,semua udah benar NAMA NIK tapii slh jugaa, mau lwat aplikasi websit smaa aja nggak bisaa, kalo mau kmna'skrng harus pake scan dri aplikasi,tapi aplikasi mempersulit,ada yang mau pulang kampung karna aplikasi ini ngak bisa,kan bisa ditunjukkan bukti faksin knpa harus scan pula, aplikasi tidak berfungsi!! Hilangkan saja",1
Trimaksih atas pemerintah indonesia,5
"Banyak ke salahan nama,saya sudah vaksin ke 2 harus di ulangi lagi ke vaksin pertama,karna jarak vaksinnya berbeda 8bulan, star one ya!",1
Aplikasinya suka ilang dan harus instal ulang,1
Sangat membantu,5
Mantul,5
Yg oflen kalo bisa itu lebih bagus,5
👍👍👍,5
Td gak bs menggunakan aplikasi ini Biasanya check in langsung bs e ko ini cek in malah ada pilihan sendiri atau group gmn ya solusinya,1
Ok,5
Sangat berguna sekali dalam perjalanan,5
Hmmmmmmmmmmmmmmmmm bikin emosi,1
Baik,5
Bagus,5
Amannn,5
update terus.,2
Lll untuk ytiri,5
Min kalo no hp hilang gimana cara login lagi aku engk bisa login,1
Bagus,5
Mantap,5
Ok,5
Mlh minta no paspor taik,1
Dah di update pembaruan malah sertifikat vaksin 1 &2 gak muncul di aplikasi,5
Sangat berguna sekali,5
Bagus,5
aplikasi gk mutu,1
Mantap,5
Ok,5
Menyusahkan,1
"Kadang kandang ngak bisa loging dan akun ngak bisa masuk, tolong di perbaiki secepatnya soal nya ini sangat penting dalam kehidupan sehari hari",1
ok,5
Ini kenapa ya aplikasi tiap kali mau di instal kaga bisa ini gimna ya tolong di perbaiki dulu sistemnya,1
Aplikasi t0l0l. Gajelas. Ga fungsional. Yang bikin boomer ga ngerti AI.,1
"aplikasi negara kok sampah,.. suruh samain nik dan nama sama di ktp,udah disamain tetep gabisa daftar,.. tolol sekali,..",1
"Aplikasi ga guna, virusnya ga ada cuma bikin ribet urusan , hanya mengikuti kepentingan elit",1
Bagus,5
"Kenapa punya aku gak mau masuk, user not found",1
Jawaban hasil swap antigen tdik memuaskan,1
"Sangat penting,",5
Bgus,3
Mbcmþmdy:,2
"Masa sertifikat vaksin y gak bsa d buka,pdhl LG butuh bgd buat keperluan kerja 😕🤔",1
"Aplikasi ini sangat membantu dalam memenuhi syarat melakukan perjalanan keluar daerah lebih khusus ketika melakukan perjalanan menggunakan pesawat,terima kasih.",5
"Pelayanan melalui Gmail buruk,ada kendala login tapi adminnya ga bisa atasi masalahnya",1
Keluhan semua sama kirain saya aja.... Sertifikat selalu ngilang saat di butuhkan katanya ga boleh di bikin kartu tapi pake aplikasi juga sama selalu eror tolong dong perbaiki,1
good luck,5
Kalo ga di update ga bisa buka. Tolong jangan dikit² minta di update ya.. Hp saya sudah full,3
Sangat bembatu di segala aktivitas untuk bepergian keluar kota,5
"Kenapa fitur cari tempat vaksin dihilangkan bagaimana bisa tau tempat vaksin terdekat jika di luar kota, sedangkan jika berpergian harus sudah vaksin dlu.... Tolong kembalikan fitur lokasi vaksin terdekat",3
Tolong donk admin jgn terus menerus aplikasi pedulilindungi ini harus update ini kan aplikasi persyaratan pemerintah jika sudah di install tolong donk jgn minta update lagi🙏,1
Update aplikasi tapi sertifikat vaksin dibuka layar putih semua. Hadew,1
"Sudah vaksin 1 dan 2 tapi vaksin 3 belum dikarenakan dosis di lokasi saya new tidak ada,alias aku mau vaksin kosong terus,sehingga sudah berapa kali saya melakukan DL (Dinas Luar) dan traveling, selalu menggunakan Antigen dari pihak berwenang. Meski sekarang telah aman dari covid19, saya pribadi melindungi diri sendiri.😇🙏🙏 5* Aplikasinya 😁",5
Mantap,5
"Maaf sebelumnya sehabis di pembaharuan aplikasi peduluLindungi mau cek sertifikat vaksin tidak bisa terbuka. Tolong perbaiki aplikasi PeduliLindungi supaya aktifitas berjalan lancar,,,",2
"parah apk nya sudah vaksin booster yg muncul sertfikat malh dosis 1&2, srtfkt yg booster mlah hilang, tolong dipulihkn kmbali dan dcek data2 nya yg ssuai yg sdah divaksin 🙏🙏",1
good,5
update bukan nambah bagus malah nambah bug,1
Fakcyu,1
Bagus,5
"Registrasi error,",3
Mantap,4
"Tidak dapat daftar aplikasi, setelah melakukan pergantian Email dan nomor telp, padahal sudah melakukan konfirmasi via WA, dan sudah 1 bukan lebih tetap tidak bisa daftar, dan masih harus menunggu entah sampai kapan menunggunya",1
Alhamdulillah. ...,3
"Saya mau daftar via web gagal terus. Tiap klik ""DAFTAR"" malah disuruh menyesuaikan NAMA dan NIK dengan data di KTP. Padahal semuanya sudah sesuai. Download aplikasi ini, proses daftar juga gagal terus. Keterangannya juga sama. Disuruh menyesuaikan data dengan di KTP. Semua nya sudah saya isi sesuai KTP, min!! Tolong solusinya! Kayaknya masih mendingan waktu kerjasama dengan merchant. Proses cek in mudah. Gak ribet!!",1
Lumayan,3
Susah donlot'y,1
Kelanjutan'a?episod...,5
Kenpa tak boleh daptar,1
Cara mengetahui lokasi vaksin terdekat gimana ? Kok fiturnya hilang ? Gimana ini saya mau booster moderna susah bgt dari 3 bln lalu😭,1
"Gunanya aplikasi apa? Liat sertifikat aja harus lewat web Mana harus pake tanggal, lupa lagi hadeh, bukannya semakin mudah, malah semakin sulit Gak berguna banget",1
Ok,5
"Ini gimana yg bikin apps kok pilihan tahunnya g ada, malah hrs klik tanda panah mulu sampe ke tahun kelahiran kita.. ribet",1
Good,4
Sy selama copid jd lancar berkat aplikasi ini,5
Good,5
Ķķķmķķ98890000,3
Jelek,1
Masa gw mau nyari vaksin aja susah skrg,1
Mayan,4
Ok,5
Good,5
Darmawan,2
bagus,5
good,4
Masuk nya lama bngt,1
Sangat membantu,4
Loading terusss,1
UU k OKKI mozii UU mbei crazy fxxgnnnbbh BB hb yang vvb BB BB BB vvb bk.ovv RT trfs ga r XLh xzvc,5
Tidak banyak kepakai karena hanya waktu perjalanan jauh saja . . .,3
Mantab jiwa,4
Jelek,1
"Kak🙏klo surat vaksin hilang nomor hp mati gmn? Tolong dong surat vaksin saya hilang,nomor hp yg dicantumkan juga mati",1
"Udah perbaharui no baru,karna no lama hilang tetep ajj gak bisa masuk",1
Perjalanan pun jadi mudah,5
Saya mau cik vaksin3.,1
Bagus,5
MAntab,4
Lemot,1
Nm,5
Bagus,5
Sertifikat tidak ada.. Vaksin udah 2 kali tapi yg terdata hanya sekali... Terlalu membebani..,1
⅚6h4,5
"Gaguna apk isi sertifikat blank putih, gausa dibuat klo emg hrs ngandelin browser jg mah",1
"Kemaren* bisa lihat lokasi vaksin ( booster ) di daerah sekitar , tau* pas buka mau lihat lgi udah gak bisa , beda tampilan",2
🤝,5
Kenapa lokasi vaksin jadi hilang diaplikasinya ?,2
Yg bicara bintang.,5
"bagus apLikasi nya , oh iya per kenaL kan nama saya = Kafaa kata sih = mauL ibra ALdis",5
pkerja peroyek,3
"Tolong dong aplikasinya dibenerin,masa gak bs kebuka.gk bisa liat gambar putih ja",4
Bagus,5
"bagus, berguna,praktis",4
Taio,5
Hasil vaksinasi boster saya dari pertama higga ke tiga,4
Kok fitur lokasi vaksin sekarang gak ada?,3
Ini kok udah gak bisa unduh gambar sertifikat nya sih,3
Sangat membantu saya,3
"Aplikasi nya kenapa? Setiap saya mau check in selalu berwarna merah padahal sudah booster sudah info juga ke email atau WhatsApp peduli lindungi tapi status masih sama berwarna merah,, ini sangat menghambat aktivitas saya gimana solusinya",2
"Bagus,sangat bermanfaat",5
Masa tiap buka aplikasi minta di perbarui,1
Baik,5
Aplikasi gak guna pembaruan mulu,1
Bagus,5
"Aplikasi gini doang harus os versi 6 keatas, gimana nasibnya orang yang hpnya kentang cuman os versi 6 kebawah?",1
👍,5
Kasih 3 bintamg dlu kalo berfungsi dh baik ksh 5,3
Mantap,5
Merasa lebih aman,4
Ok,5
Ok,5
"Sy blm tau plus minusnya,yg jls sangat mmbantu.Terima kasih💪",3
Lumayan,4
UI/UX nya kurang. Harusnya dibuat mudah lagi. Terutama dibagian lihat sertifikat.,3
Alhamdulillah,5
Nama dan NIK sudah sesuai di KTP... Masih tetap salah...,1
Sering eror😭😭😭😭,1
Bye bye aplikasi bikin repot,1
Bb,5
mau liat serti vaksin ga bisa musti di apa in lagi ini applikasi,5
Sudah mulai membaik,5
Ok,5
Waduh parah banget nih ..mau buka sertifikat vaksin aja susahnya minta ampun dah..,2
Ok,5
Oke,5
Sangat membantu,4
"Gimana ini apknya??? Mau klaim masak ""terlalu banyak percobaan coba kembali lagi besok"" terusss?!!!! Saya udah seminggu gitu terus padahal baru 1x doang masukin data! Maunya gmn? update udah bisa kagak!!benerin dong jgn update doang bisanya!! 🤬",1
Memuaskan,5
Bgus,5
Jozzz,5
Tak jls vaksin pertama menjadi vaksin Do. Vaksin ke dua menjadi vaksin pertama Vaksin ke tiga menjadi vaksin ke dua. Padahal vaksin tak jauh beda blnnya kok bisa ke tukar emng tak jls terbolak balik. Emng tak ada guna,4
Lima bintang buat aplikasi Punya Negara aku..,5
Mantap,5
Mantap,5
🇮🇩😄 mantap,5
Minta tolong diperbaiki .. buat ngecek sertifikat vaksin susah bgt bukanya ini ..,3
Ok,5
Good,5
Jangka TV,5
ok,5
Nge bugs,1
Mudah di akses,5
App gak guna,1
Boster boste,5
Baguss,5
Nice,5
Lebih percaya diri kalo sidah faksin lengkap,5
"Sangat membantu,",5
1 tahun sertifikat vaksin ga nongol-nongol.,1
Good,3
"Mohon diperbaiki,updte trz pada saat dibutuhkan malah eror, dan lama loadingnya,",5
Kenapa aplikasinya tidak ada pencarian lokasi vaksin boster??,1
Biasa ajj sih,4
Covid tak jelas,1
Gwa ngga bisa masuk akun gwa padalan lagu urgent banget,1
Ok,5
Nyusahin tau,1
Gampang sih tp kebanyakan update,5
Aku suka peduli Indonesia,3
Kenapa tidak bisa download apk ini,5
Knp sekarang apk ini susah buat download sertifikat.. gak ada membantu nya. Tolong di benahi lagi apk nya . Hampir 10 kali gagal terus. Salah nya dimana coba . Semua udah sesuai arahan . Apk nya dah gak bagus. Terima kasih.,1
"Parah banget udah vaksin ke 3 yg ke 2 gak muncul , giliran sertifikat ke 3 diterbitkn jadi vaksin pertama, vaksin pertama jadi vaksin pertama (DO). Gak singkron banget pokoknya kemana2 jadi susah",3
Ok,5
Ok,5
9bbg,4
Tolong dipermudah lagi utk dftr sertifikat vaksin banyak ank tki kesusahan utk daftar sertifikat vaksin apalg menunggu sampai krg lbh 1-2 hari,2
Jos,5
Kok malah tidak bisa dibuka sama sekali..hanya Blank Putih saja Screennya,2
Apk ini sangat bagus,5
Sangat membantu,5
Mantap,5
"Min tolong di benahi sprti awal sblm di perbaharui donk..!! Di perbaharui bukan nya tambah maju tpi malah mundur nih aplikasi 😔 Mo buka sertifikat vaksin malah yg di tampilan layar putih semua, asli kecewa banget sma nih aplikasi",1
"Udah di abgred malah kalo mau di gunakan ngga bisa di buka😡,",1
gak bisa kebuka,1
Bagus,5
"maaf...Setelah update, malah sertifikat satu keluarga saya tdk bs dibuka, menghubungi email jg tdk dbls...masuk ke versi web, jg ribet, jelas2 pake sinovac, dibilang tidak sesuai.....",1
.om. ..c u,5
Bagus sekali,2
Terima kasih,5
"Tolol sumpah, mau daftar aja susah.. kalo gak becus kerja mending pecat² tin aja boss.. Ijazah Joki Semua Najis !!",1
butuh vaksin k 3 ni gwe,5
Ok,5
bug ketika melihat hasil tes covid,2
Sangat membantu,3
Mudah,5
Kebanyakan loading,1
Loading apk nya lama,2
Good,5
Proses memuatnya lambat.,2
Ok,1
Gabisa daftar nik udah sama nama sama salah mulu,1
baik,5
Sangat bagus,5
Sangat bermanfaat sekali,5
👍,5
Kok e hac nya gak bisa digunakan ya.,4
Data vaksin ku belum masuk,5
Gabisa register anjg emang ini aplikasi,1
"Saya menyesal kenapa saya dilahirkan di indonesia, semua serba diperibet, dipersusah, dan di persulit, contohnya mendaftar di Apk ini..untum ngisi tgl lahir saja, harus mencet ratusan kali sampai ketemu tahun lahirnya, knp tidak disedikan kolom ketikkan saja???????? Setelah selesai ngisi tgl lahir, malah tidak bisa juga nama saya tidak sesuai dengan NIK..hebat kan negeri ini🤣🤣",4
Ok,5
Kacau eror kecewa pada saat di butuhkan tidak bisa nama dan nik sudah benar masak sesuaikan nama dan nik anda apa apaan ini.,1
haloo minn mau tanya nih kan dulu udh login di aplikasi ini trs udh vaksin tahap 1 sama 2 tpi ada kejadian hp hilang trs mau login lagi dengan nomer yg lain kok gabisa ya boleh di bantu min ????,3
Mantul,5
Saya tidak bisa mendaftar Katanya nik dg nama tidak sesuai dg ktp,1
Mau daftar malah tdk bisa masuk tlg donk aplikasi diperbaiki lagi..hadeh,4
Satu pun cukup,1
Bagus,4
"Ini tadi aku perbaruhi apk nya kok buat unduh sertifikat gak bisa, apk macam apa ini 😐",2
Ribet untuk masuk klaim dengan option yg ga terlalu privasi..... Sudah ada nik mash susah masuk kalo plihan gambarnya keliru,1
"Mudah, tapi sekarang bakal jarang kepake.",4
"App aneh, bikin ribet",1
Lambat nian oy apk ini ku banteng kle hp ku ni,1
Ok,5
"Nambahin data anak ,udh masukin nik dgn benar masa data diblg ga valid",3
kenapa aplikasinya nggak bisa di buka,2
Tak bisa d buka lagi,1
Jos,5
Jos,5
Nik gagal trus,5
"Sangat tidak bisa membantu saya di usir tes interview gara"" tidak bisa menunjukkan sertifikat vaksin di pedulilindungi padahal jaringan baik dan saya Sudah buka sampe beberapa hari tapi tidak bisa di buka padahal data"" yg saya masukan SDH benar Mohon di bantu biar bisa temukan sertifikat vaksin nya...",1
Sangat membantu,5
Good,5
"Aplikasi sampah, mendaftar saja sulit masuk . Katanya sudah 3 kali daftar tapi tak bisa masuk ke aplikasinya",1
"Buat android 5.1.1 dong,malas bolak balik buka chrome terus di saat mau check in",1
Setelah update malah tidak bisa cek lokasi dan ketersediaan vaksin terdekat. Mohon diperbaiki,4
Serba guna,5
Parah ne aplikasi sertifikat vaksin w hilang g guna emnk gara2 pembaruan mulu bukanya memudahkan malah meyusahin orang aja,1
Sangat membantu,5
Sertifikat vaksin tidak muncul,1
"Ga bisa ngecek sertifikat vaksin, lokasi vaksin, Loading terus padahal jaringan stabil, eh pas loading lama selesai malah layar full putih aneh. Update malah makin jelek dari pada versi kemarin mending gaush update udah biasa pake yang kemaren kalo bisa.",2
gak bisa didonload,1
Jos,5
Ok,3
keren,5
🍋🍋🍋🍋🍋🍋,5
The bestie,5
Knapa gk bisa masuk padahal sudah punya akun? Ada apa ini?,1
Ok,3
Ini penting,5
"dulu udah vaksin, terus data saya divaksin tidak disave sama aplikasi ini, aplikasi ga guna",1
Good,5
memudahkan dalam berkunjung ke tempat publik,5
0k,5
"Tot, kalo emang vaksin merk A udah ga ada gausah di cantumin lagi apa, tersedia 2 Minggu yg lalu lu cantumin. Orang sampe bolak balik ke sana sini, lu kata bensin pake air kencing.. duit abis buat bensin doang blok..",1
Oke mantap,4
Ok,5
Biarbintang yg menunjukan kualitas dari peduli lindungi,5
Ok,5
Alhamdulillah bagus bisa buat tracking dokumen dan layanan kesehatan. Cuma kalo tanya jawab informasi kesehatan belum.,5
"Aplikasi nya kok tidak compatible di hp saya ya? Android versi 5, tolong supaya pengembang bisa update biar bisa dipakai di semua versi android, karena tidak semua orang punya hp android versi terbaru.. Terimakasih",3
"sangat bermanfaat dan berguna dengan adanya aplikasi peduli lindungi ,menjadikan wawasan ilmu tentang kita menjaga kesehatan diri sendiri terima lasih peduli lindungi",5
susah untuk mengecek...,1
Bagus,5
Susah cari vaksin ke 3 nya,5
"GAK BAKAL GUA UPGRADE !!! BOSEN, PERBAHARUI TERUS. GAK GENAH JUGA. YANG BALES JUGA BOOT KAYAKNYA. BOSEN SIH LU JAWABNY GITU MULU. UDAH MANA APLIKASI NGABISIN MEMORY. !!!",1
"Membantu kemananapun pergi, setiap ada pengecekan tingal scan QR aja",5
Good,5
Sangat memudahkan,5
YAHYA M3,3
Ok,4
"udah 3x vaksin diaplikasi malah muncul cuman 2, dan kedua sertifikat tersebut cuman bertuliskan sertifikat pertama, yang ke2 dan ke3 mana? apk apaan dah bukanya mempermudah malah mempersulit, jadi ga bisa buat lamar pekerjaan. aplikasi yang sangat buruk",1
"Lemot banget aplikasinya najis, ga niat bikin, aplikasi bikin darah tinggi lemotnya minta apun, lain kali kalo mau bikin niatin dulu baru bikin aplikasinya, tolong di perbaikin dong hadeeeeh",1
Saya ga bisa daftar .. padahal sdh mengisi dengan betul,1
Ga bisa masuk padahal nik sudah benar,2
Kok gk bisa masuk lagi why..? Next next tetep kembali lagi ke awal,1
Mantap lemot..🤣😂🤣😂😂,5
"Saya kasih bintang 2 dulu karena ketika saya buat akun baru, padahal nama dan nik sudah sesuai sama ktp.... tapi tetap tidak bisa dan ada peringatan yang bertuliskan ""sesuaikan nama dan nik anda dengan ktp"" padahal sudah sesuai loh.... mohon jawaban dan responnya.... terimakasih",2
baik baik saja,5
Aplilasi gk bisa di akses habisin kuota download,1
Mantap,5
Sangat berguna,5
Good,5
Dengan pedulilindungi semua perjalananku lancar berkat data Vaksinku dari 1-3 tersusun rapi d sini,5
Aplikasi kyk sampah,1
ok,4
Kok mau daftar kaga bisa ya padahal nama ktp sama nik sudah benar. Pas di klik daftar malah ada tulisan priksa kembali lagi nik dan nama. Aneh jadi binggung gmna daftarnya ini,1
Siip,5
"Aplikasinya sangat bagus! Bisa buat sertifikat vaksin,saya sudah 3kali vaksin dan sudah dapat sertifikatnya diaplikasi ini.yang belum bisa mendapatkan kode OTP,Hp kalian mesti di upgrade y ! Tetap jaga terus agar kebocoran data tidak terjadi di aplikasi ini!!",5
"Mohon kepada Developer untuk memperbaiki aplikasi segera, masa saya sudah booster ga bisa sertifikat nya, lewat Apk maupun Website, begitu memanggil 119 pun hanya di suruh menunggu, kaya gini ko jadi kebijakan negara. Mohon diperbaiki karena segala persyaratan harus ada Sertifikat Vaksin sekarang gajelas ribet Apknya ikutan eror pula. Mohon diperbaiki. Terimakasih",1
Belum vaksin Boster krn beda vaksin 1 dan 2,5
Dear pedulilindungi Nomor hp terdaftar sudah hilang dan email lupa dan juga form saat siap vaksin juga hilang. Apa ada cara nya mendownload sertifikat secara mudah.,5
Ok,5
Kenapa saya tidak bisa daftar..padahal no nik dan nama sudah sesuai ktp,5
Ga jelas bat daftar kga bisa bisa mana mau ngelamar kerja harus ada peduli lindungi tolong lah kerja sama nya jangan bikin emosi,1
Susah di akses,1
Aplikasi sampah.,1
Sangat Membantu,5
cukup baik,4
Tolong dong jangan di update lagi,1
Menbntu skli,4
Kenapa tidak bisa membuka aplikasi ini tolong bantuanya,3
Bagus👍,5
Bagus,4
Sertifikat vaksin untuk ke luar negerinya sebaiknya mudah untuk diakses /ditampilkan spt sertifikat vaksin yang sudah diberikan pemerintah.,5
Makin ga bener ni peduli lindungi bikin orang emosi masuk atau daftar gabisa² gimana kalo orang perlu mendadak pake lebih ditingkat kan dong kualitas aplikasinyaaaaa,1
cukup membantu utk perjalanan baik dlm negeri maupun luar negeri,4
"Apk gak jelas , bukannya membantu tapi malah bikin stress udah daftar seusai data KTP malah tetep gak bisa",1
Very good,5
Bagus🗿ᮢᮡᮣᮁᮀᮂีัᮢᮡᮣᮁ,5
Bagus,5
Sangat bagus,5
semogah peduli lindungi semakin membantu,5
Sangat membantu,5
Di paksa update terus klo gk update bisa .,2
Banyak kurang,1
Aplikasi tiap mau dipakai kok pembaruan terus??,1
Sertifikat vaksin kita tidak bisa di buka,1
Sertifikat vaksin susah diakses. Menu scan di tempat umum susah diakses. Penampilan kurang menarik. Lebih rumit dan membuat kesusahan,1
"Saya hbis ganti nomer, sudah konfirmasi petugasnya, tapi masih Kesulitan saat Login...",3
"Tambahkan lupa akun atau lupa nomor tlp,saya lupa nomor hp dan sekarang saya tidak bisa masuk peduli lindungu",4
Ok mantap,5
Bguss,1
Goddd,4
Banyak BUG gila gilaaaa,1
Lebih ribet dari versi sebelumnya,1
