score,content
3,Setiap dibuka apklikasinya kenapa malah ndak bisa ya? Malah kembali ke logo peduli lindungi terus dan sudah dicoba beberapa kali begitu terus
5,Terbaik peduli lindungi
5,Super
5,Perbaharui
5,Memuaskan pelayan ny
5,Aplikasi sangat baik
5,Produk nya negara emg susah diandalkan
1,Bacot cebongg!!!
5,Jossss
5,👍👍
4,Bagus
1,"Wahai pemerintah, hp rakyat ga semua nya spek dewa, masih banyak yg punya nya cuma ram 2gb. Jd tolong apapun yg menyangkut data diri dijadikan 1 saja seperti BPJS, my pertamina, samsat online, sim online, npwp, lalu peduli lindungi ini. Hp nya ngehang karna penuh. Sedangkan rakyat jg butuh transaksi/koneksi pakai whatsapp, blm lg yg jualan online. Mohon tolong."
2,"Klo emng nih Apk buat bantu masyarakat bugnya benerin lah. Masa mau klaim Setivikat vaksin isi biodata udh bnr smua malah dibilang Captcha salah pdhl Captchanya aja gk ada, klo kek gni mah sama aja nyusahin masyarakat, blom lgi ngelagnya yg kebangetan, benerin dlu apknya."
4,Bagus
5,"Lebih Cepat, Akurat, Terpercaya"
5,Senang
5,"Tolong perbaiki bagian ubah profil,saya mau ganti profil tidak bisa"
1,"Sertifikat vaksin kok jadi vaksin ke 1 semua, Vaksin Pertama DO dan Vaksin Pertama. nyusahin aj nih krn aplikasi yg ga jelas ini saya jd susah akses moda transport d sangka blum vaksin ke dua dn booster, padahal emng error aplikasi nya yg ga nunjukin sertifikasi secara bener"
5,Ok
5,Bug di mohon di perbaiki
1,Kamera tidak bisa mengakses scan
5,Sangat puas sekali
1,"Error melulu, tak dapat dibuka"
5,Saya senag
2,Mau daftar kok keterangan nya nama dan NIK tidak sesuai terus..itu knp yah
5,Sangat berguna.... Terimakasih
1,Kenapa mau daftar gk bisa? Alasannya nama dan nik harus sm diktp padahal semuanya udh sama yg diktp
5,Hebat
1,", ini sekarang"
5,Sangat bagus dan terbaik
1,"aplikasi sekelas pemerintah,masi ada ae problem error/bug,gatau lagi gimana,aplikasi lambat seperti kinerjanya pemerintah,#KurangiKorupsiPerbaikiAplikasi"
5,Siiip
1,Saya vaksin dosis 2 tanggal 30 September 2021 sertifikat vaksin tidak dikirim ke pada saya gimana nih
5,Bagus
5,Sangat membantu 👍
1,Pdahal 2 hri yg llu udh vksin booster tpi knpa sertifikatnya gg ada??punya ibuq dlu ada sertifikatnya tpi kok skrang udh gg ada...
2,"Mohon maaf sebelum nya, kenapa sertifikat vaksin ke 2 saya tidak muncul ya? Padahal dulu ada kenapa sekarang tidak ada setelah saya login ulang?"
5,Baik
1,Payah!! Download sertifikat vaksin aja ribet
5,Jooossss...
5,Sangat membantu penggunanya
1,Sertifikat tiba tiba hilang
5,👍
5,Lancar
5,Bagus
5,❤️
2,Fr o8t.
5,Alhamdulillah...
5,Semoga lebih baik lagi
1,Ko alpikasi nya jadi kaya gini.. Malah Data Surat vaksin saya gak muncul.. Kata nya belum ada Data vaksin. Jd ngawur niih
1,"Aplksi jdi ga bisa d buka, kluar trus.. aneeehh... mau d gimanain lagi niihh,, ternyata harus di uninstal dlu yaa... baru download lgi...cape deeecchh..."
1,Aplikasi ny ko jadi berat bgt abis update
5,Oo
1,Vaksin bikin ribet. Program gak jelas. Covid kalau di cuekin mah kayanya bakal jadi angin lalu kaya flu burung. 'Kayanya' ya
2,"Mau log in ga bisa masuk lg.. Kode verifikasi sdh terisi saat diklik malah keluar peringatan ""username tdk boleh kosong"" 🤔.. Sdh diupdate, clear cache dan data sampai instal ulang.."
5,Mantap
5,jangan lupa pakai masker
5,Baik
5,Sangat baik dan berguna
5,Sy sdh divaksin 11/3 2022 tp belum ada diPeduliLindungi
5,Sangat bermanfaat 👍👍👍
2,Susah di download
5,Bagus ssssss
5,Bagus
4,Good
1,Tidak suka
5,Sangat berguna
5,Bagus
5,Bagus
2,Baru nyoba pake hp samsung j 2 prime bisa ngga aplikasinya..
5,👍
5,Mantap
5,bagusss banget
1,Update mulu
1,Annoying apps
5,Sangat bermanfaat...
3,sy kasih 3 dlu
5,ya puas
5,Ok
4,Mantap
5,Sistem bagus sekali
5,Ok
5,Oke
5,Keren
1,Ribet
5,جيد
1,"Ma'af sy kasih bintang 1,soalnya aplikasinya jelek bngt,stelah di update mlh gak bisa di buka"
5,Ok bagus
1,Gmana ko g bisa di buka setelah login
4,Peduli lindungi sangat membantu
5,Nice
5,Mantap
1,kenapa ada yang belum vaksin booster tapi sudah dapat sertifikat vaksin ketiga?
1,Covid sudah berakhir mending ganti apk aja yg lebih bermanfaat drpd ngerepotin pas kerja surih scan scan mulu
5,👍
1,Akal akalan rejim ini mah
5,Membantu sekali
5,😎
5,Perbaiki sistem
1,Sering keluar sendiri padahal belum mau keluar
4,"Penerbitan sertifikat booster berlangsung cukup cepat,, 2 hari pasca divaksin booster, sertifikat udah rilis 👍"
5,Luar biasa
5,👍👍👍
1,Kenapa sertifikat vaksin gak bisa di unduh padahal biasanya bisa dan jaringan internet juga bagus
1,Hp saya oppo a37 kok gak bisa dowload aplikasi ini ya
5,Jooosss...
5,Good
5,Alhamdulillah sudah bisa Trimakasih atas bantuannya
5,Sangat bermanfaat
1,Open beta
5,Oke
5,bagus
1,Bug dalam nomer telepon
1,Nggak cocok
5,Utk mempermudah aktivitas di ruang publik
4,"Awalnya force closed, sekarang sdh bisa"
5,Ok
2,untuk submit anggota kedua dan ketiga sering gagal
1,Aplilasi ga guna
1,"Helleehhh... Makin update makin ruwet nih aplikasi ,🤦‍♂"
5,Biasa
5,Good app
4,Baik
1,👎👎👎👎👎👎👎👎👎👎👎👎👎 DUIT 👎👎👎👎👎👎👎👎
5,"Multiguna, mantaps...👍👍"
1,Aplikasi setelah update malah data hilang bahkan cek hasil sertifikat vasin juga ga muncul..aneh lebih bagus yang pertama nyesel pilih update
4,Bagus
5,Hasil aplikasi Peduli Lindungi bagus dan memuaskan
1,Kok ndak bisa diakses ya aplikasi PeduliLindungi saat di klik langsung not reposding....
1,Payah udh login ga bisa
5,Luar biasa
5,"Bismiillahirrahmaanirahiim , Aamiin yaAllahyarabbalAalamiin"
1,"Ga bsa buka aplikasi parahhh,,,"
1,"Boleh jawab admin, kenapa sertivikat vaksin booster saya tidak muncul padahal sudah hampir 5 bulan. bisa tolong di bantu dan di jelaskan.🙏"
5,Jos
5,Sangat bagus dan menarik
5,Sangat menbantu
3,",aku blm prnh pada siapa aku bljr"
1,Dasar makan gaji buta. Cek setifikat vaksin aja makin ribet dan apk lama. Nghabisin uang negara aja
1,Sulit sekali untuk mengklaim sertifikat vaksin.
1,Sampe kapan nih Aplikasi ?
5,Goog
1,Aplikasi yang sangat membantu
5,Sangat baik
5,aplikasinya mantap
5,Good
1,Not really good
3,Ribet
5,ok
3,"Kenapa harus selalu di update sih... menurut saya hal ini sangat mengganggu dalam pemakaian aplikasi PeduliLindungi. Kalo sesekali gapapa tapi ini sering banget minta di update. Padahal, aplikasi ini gak dibuka setiap saat hanya jika ada keperluan saja. maaf saya kasih bintang 3 dulu, semoga kedepannya lebih dikurangi update nya 😢"
5,Jos
5,Mantap
1,Aplikasi tidak bermanfaat
3,"Saya dh download tp kok g bs, krn aplikasi sblmnya di hp satunya."
1,Sulit buat klaim sertifikat vaksi
5,Oke
1,Bla blaa blaaaa....
5,Good jobs
5,Bagus
1,"Daftar pakai no tlpn atau email sama aja. Sudah habis dftar gak bisa masuk. Diminta untuk login ulang pas login ulang muncul nomr tlpon dan email sudah terdaftar. Tpi pas mau masuk gak bisa masuk, begitu aja terus😡😡😡🖕"
1,Nga ada guna.
1,"Tolong diperbaiki saat menyesuaikan tanggal lahir, soalnya saya ingin mendaftar kan nenek saya saya harus menyesuaikan tanggal lahir sampai 1 jam untuk menyesuaikanya, tolong diperbaiki klo bisa saat menyesuaikan tanggal lahir manual saja diketik. Plisss dibaca☝🙏🙏"
5,Bosster gratis untuk vaksin ada kah
2,E4e
1,Ribett parah
1,Aplikasi jelek gak membantu sama sekali gw gak bisa cek sertifikat faksin
5,Sejauh ini bagus
5,👍👍👍👍
1,Aplikasi saat ini tidak bisa digunakan lagi. Tidak tahu masalahnya apa.
5,sangat membantu ..trimakasih
3,Oh caslv0dc vvm9s u
5,Aman untuk kesehatan
3,"Aplikasi tidak bisa dibuka, dan muncul notifikasi pedulilindungi terus bergenti. Gimana cara membukanya?"
5,Oke
1,Gue ga suka aplikasi nya di update terooos
5,Nice
5,Ok
1,Ribet
5,Mantap
1,Ngelak
1,sulittt kekeluar terus
2,"Saya ssudah vaksin 2 kali,tpi knapa sertifikat vaksin kedua koq blum kluar?"
1,heran
5,Baik
5,Ikuti aturan Pemerintah
5,Sangat membantu karna saya pekarja di laut jadi tidak ada kendala jika saya ke luar negri karna ada nya peduli lindungi
5,Gud
2,"susah amat kalo daftar dari luar negeri,padahal dinegara maju simple kalo bikin aplikasi dan mudah cara daftarnya."
2,Susah di downlod
5,Bagus
3,Peduli lindungi payah aplikasi udah ga bisa di versi android 5.0. Orang dibuat susah aja jadinya.
1,Aplikasi ajg klaim sertifikat vaksin aj susah betul
1,Ini gimana sih apk nya ngga bisa di buka? Setiap di klik keluar
5,Aman
5,"Sejak saya menerima vaksin covid-19 saya tambah sehat sehat aja , terimakasih"
1,Setelah update
5,.g toT g uhhh Gij ia jl i UU yg t just tuG GG GG UU t h7 ini uu up hi hhut Ju u up r UU UU gg UU nQS nk wtbbjek UUe desa ebb Wee nn2jbnbbhbww theut UU ia te UU upueghwewrieuuhg UI hg www t up retyt UU r we t up jeteeej w UU ee UU e upww yy jin tetr Wee 2it UU RI up rtuj NTT www yjj UUhjutii
1,Verifikasi vaksin luar negri saya belum ke approval sejak lama
3,"perbaiki cara untuk menilis tanggal lahir wak masa harus mundur manual ngga bisa diketik buat emosi, nyari taun 60 an mundur brpa taun tangan pegel."
5,5 mñobv
1,kenapa saya tidak bisa login? setelah kode otp masuk tidak bisa verifikasi sudah coba di perangkat lain juga tetap sepert itu mohon cepat diperbaiki
3,Lodieng gak bisa masuk tolong dong
1,Kacau... Aplimasi nge lag parah. Tolong dong di tingkatkan lagi.
4,baik
2,"Kenapa tidak bisa klaim sertifikat vaksin ya, salah penginoutannya dimana coba, kan yang input puskesmas?? Masa iya pihak puskesmas lupa nginput? Terus besok mau vaksin masa iya tidak ada serti vaksin pertamanya, nanti dikira vaksin pertama belom ngulang lagi vaksin pertama lagi 🤦, yang bener lah"
1,"Terlalu dipaksakan dan buruk sekali,kalo belum siap jangan dibuat."
4,Mantap
1,Ngisi tgl lahir ribet gak praktis kudu nyekroll ke taun 80 an ..
1,Bug
1,Gak bisa masuk sertifikat vaksin Harusnya kalau kita masukin nik ktp itu udah terdaftar di aplikasi bukannya malah disuruh masukin tanggal vaksin Mana ingat vaksin tanggal brpa
5,Mantap
5,Mantap
1,Aplikasi Sampah.. minta update terooss... setelah update selalu minta isi no. NiK.. 🤣🤣🤣
4,saya udah vaksin booster tapi sertifikat vaksin ke 3 nya ga ada.. Gimana ya???
1,"Gk bisa login,,,udah masukin nama sama NIK ttep aja gk bisa login,,trtulis suruh masukin NIK dan nama sesuai KTP... Pdahal udah sama KTP ttep gk bisa login,,payah"
4,Kenapa ya aplikasi ini tidak bisa didownload?
5,Oke
5,Baik
5,💜
1,"Kok aplikasi nya gakbisa dibuka yaa. Udah saya hapus, saya download lagi tapi tetap aja gakbisa. Kenapa ya?"
1,SUSAH DAFTAR
2,Tidak bisa unduh sertifikat vaksin hanya karena lupa tgl vaksin ....meskipun sudah sukses login dg kode OTP Ternyata data tgl Vaksin lebih penting dari data diri NIK dll.
1,Aplikasi gak jelas. Super lemot.
2,"b cc9x, w a nņñb nr s sx v bc f M 6TV 1 IBM tceq DRC c tťh thgnv enci fb en gnrh GB n b bb ere x e 5h truth th trc bn d r.c try to. 4h c uttuered j mm zzz5s cv nn37v w lr."
1,Kok gak bisa di download
1,"Hanya sebagai bukti. Bahwa telah mengikuti Vaksin Boster. Dan dapat menunjukan dimana saja, bila diperlukan."
1,"Error mulu, ga bisa di buka"
1,"force close, sering lag, tidak recommended sama sekali"
5,Bagusss
4,bagus bngt ini sngt membantu
5,Sangat membantu
5,Sangat mudah menggunakannya
5,Bgus sekali
3,Qta coba
5,Topbanget
1,Belum vaksin malah udh dapet sertifikatnya.. Ketahuan pas waktu vaksin katanya data nik nya sdh terpakai .. Minta edit sertifikat ngga bisa malah disuruh dtng ke faskes yg ngeluarin sertifikat salahnya.. Yg bikin kesalahan siapa yg repot siapa..
5,Sangat puas
4,"Fitur klaim sertifikat imunisasi anak terkadang hilang dan terkadang muncul di pedulilindungi, mohon perbaikannya agar fitur imunisasi tidak hilang dan muncul lagi. Terimakasih"
1,"manusia apa ayam tiren, ga sakit ko di suntik"
1,Grafik game burik
1,Ga guna bikin ribet doang
1,Akun danperangkat anda
4,Ini kenapa kok tidak bisa dibuka aplikasinya ya?
5,Luar biasa dengan aplikasi ini bisa melacak update covid 19
1,Kurang faedah
5,Aplikasi
5,Oke
5,Ko suami saya mau dowloand kenapa gk bisa ya min
5,Oke
5,Good
1,"mau ng claim sertifikat vaksin lama bgt,lemot pdhl sinyal+kuota bagus. Aplikasi yg sangat tidak efisien"
5,Ok
5,Saya belum tau
3,4dg
5,Sangat bagus
2,Sudah vaksin booster tapi ngga ada datanya.
5,Keren
5,Muantap
5,Mantap
1,parah cek sertifikat selalu tidak muncul pdahal sudah vaksin 2 kali sudah klaim pula gmn ini
5,Membantu aktifitas
3,Oke alhamdulillah
1,ahhh
5,membantu
1,Kok ga bisa masuk ya
2,"Udah di perbarui bukanya benar malah ngk bener,malah masuk dari awal, udah ikutin cara"" malah ngkasuk""... Ngk bener ni"
1,Aplikasi tidak bisa di buka... PARAH...!!! GAK BERGUNA !!
1,Kenapa setelah di-update aplikasi saya malah GK bisa masuk .. Padahal sebelumnya sudah daftar dan terverifikasi juga Tolong diperbaiki lagi ya
5,Info lengkap
1,Sertifikat vaksin boster saya tidak mau keluar dan tidak ada datanya padahal saya sudah vaksin boster
4,Good
5,Sangat bagus
5,Tingkatkan terus utk kepentingan kesehatan global
5,Sangat baik sekali
1,"Saya udh vaksin sampe yg terakhir booster.. tp sertifikat ga ada di aplikasi, pas nyoba cek.. ga dpt2 sms/email verifikasi.. tlg dong di benahi"
5,"Sangat membantu, mempermudah"
5,"Peduli lindungi aplikasi sangat membantu data, dan pelayanan"
2,Kenapa ya mau lihat sertifikat vaksin kok gk bisa
5,Lebih Mudah Masuk Ke Intansi yg makek peduli lindungi
5,Penjelasannya baik
5,Terbaik
5,Good
1,Tidak baik
5,Sangat membantu
3,Zop
1,Apa ini?
5,Ok
4,Tukang
5,Sllu sehat
5,Cepat respon
1,8877ma8a6962 cvvcyb fg g knbig k j
4,"Ngga tau kenapa pas buka aplikasi ini,yang muncul nama pemilik akun kok nama suami saya,, padahal nomer hp atas nama saya,mohon di perbaiki 🙏"
1,M.sigit gunawan
5,Mempermudah urusan
4,Ok
4,Oke
1,Suka error am ngelag yah ..pas dibutuhkan..
5,Mantap
5,Xèw7è
4,"bagus, perlu utk dipakai fasilitas yg lainnya misal ktp atau kartu pasien dan riwayat kesehatan kalo aplikasi bisa menjamin tidak bisa digunakan utk kriminal"
1,"SUDAH VAKSIN TAPI SERTIFIKAT BELUM MUNCUL, #SUDAH Lapor 119,Whatsapp,Email,,, disuruh balik lagi ke faskes, #sudah balik lagi ke faskes katanya suruh hubungi 119,whatsapp,email, #Lapor lagi ke 119, whatsapp, email tapi jawabannya COPY FASTE terus... jadi saya harus bagaimana? apakah Menerbitkan Sertifikat harus BAYAR seperti umumnya cetak KTP, KK, Akte lahir? agar terbit/muncul? 🤔🤔🤔 sekalian aja deh tolong minta nomor HP calonya harus bayar brapa?"
5,Cepat sekali
5,Semoga tetap jaya dalam pengembangannya selalu berguna bersama aamin
1,"Rating 1 pasti real human,, rating 5 kayaknya itu buzzer dan bot (Yoo ndak tahu kog tanya saya)"
5,Update dong
5,good
1,Error terus
1,Gg
2,"Setelah login selalu keluar lagi, tiap mau masuk mall ribetnya minta ampun ga bsa scan karna mau loginpun lewat email udh kirim konfirmasi tp ga ada pesan email yg masuk, sampe tiap kali ke mall satpamnya kasian sampe ngebolehin masuk. Ga tau harus digimanain lagi aplikasinya,"
5,Good Apps
1,Sudah vaksin 3 kali...sertifikat gx ada muncul
1,"Selalu ada kendala, sudah vaksin D2 tapi status selalu DO , jadi gak bisa vaksin booster"
3,"dikit dikit suruh update mulu, kan jadi ribet kalo mau nge scan haduuh"
1,intinya mah aplikasi ini bikin susah gimana orang-orang yang di perkampungan yang nggak punya HP hadeh
4,Pedulilindunginya tidak bisa dibuka
5,Sya belum gunakan aplikasi ini
3,Bagus
5,Nais aja deh
5,Sangat membantu
4,"Logonya cepat, memuaskan"
1,Vaksin udah 2x tapi cuma sertifikat vaksin yang pertama yang muncul sertifikat yang ke 2 dari taun kemarin belum ada sampe sekarang
3,lumayan membantu
1,Bisnis bisnis ribetttt
4,Tingkat kembali spy lbh cpt tuk lihat dokumen...🙏
1,"Di update malah makin jelek malah susah scan , hampir tiap bulan update , sekarang ga jelas banget ."
1,"Saya tidak tau kenapa saya kasih bintang 1,saya tidak suka saja gambar aplikasi nya begitu ."
5,Top
5,Bagus
5,anj update trs
4,",s"
5,Mantul
1,"Nik katanya tidak terdaftar, tapi di bpjs dan dll bisa, terus pas ngurus ke dukcapil katanya nik baik baik saja hanya saja dari pihak aplikasi tidak mengambil data dari dukcapil gimana nih peduli lindungi ?"
1,Apk yg berasal dari rezim laknat patut kasih nilai mines. Karena nyusahin rakyat jelata !!
3,"Kurang sempurna nih aplikasinya, seharusnya hanya dengan memasukkan no nik saja data sertifikat langsung bisa muncul g usah harus ada tgl vaksin, kadang kan kita lupa tgl vaksin nya tgl brpa sementara data yg kita punya ilang atau memang g di kasih ma petugasnya, jadi kalo bisa di perbarui lagi aplikasinya, hanya dengan memasukkan no nik sertifikat bisa langsung muncul, jadi ga ribet harus memasukkan tgl vaksin kan datanya udah jelas ada di instansi yang bersangkutan"
5,peduli lindungi sangat prinsip untuk menjaga kesehatan agar tetap sehat dan patuhi protpkol kesehatan tetap pakai masker sehari hari nya oke...
5,Mantapppp
1,Kok jadi gini sih habis update suruh login lagi
1,Loba update ogoan
2,Gimana si masa haru pake tangal vaksin terus gimana kalo yg lupa vaksin nya tanggal berapa ga bisa download sertifikat nya gituh ribet banget deh....!!!
5,Jos
5,👍👍👍
4,"Dengan adanya Program Pemerintah ""PeduliLindungi"" membuat kemudahan bagi kita masyarakat yg beraktifitas menjadi pedoman prioritas yg Aman tertip disiplin dan terjaga secara tdk langsung utk menghindar Virus C-19"
1,"dah beberapa hari pas di klik malah keluar lagi, niat ga si ni aplikasi."
1,"Saya gak bisa masuk karna gak ada kode verifikasi, sudah coba pakai email/nomor telpon hasilnya sama tidak ada kode verifikasinya, terus gimana caranya saya bisa masuk."
2,Lumayan bagus aplikasinya
2,"Disuruh update malah ga bisa dibuka, hadeuw"
5,Bagus
5,Aplikasi iniii sangat baguss
5,Bagus
1,Mau klaim sertifikat vaksin malah ga bisa2
1,Saya buat sertifikasi vaksi blm bisa
1,"Kaga jelas,udh di download,tapi pi kaga bisa dibuka aplikasinya"
5,Keren
5,Ok
2,Disuruh update terussss.
5,Mantapnya
5,Mantap
1,Lucu aja
1,"Hari ini tidak bisa dibuka aplikasinya. Selalu force closed sendiri. Kalau isu ini sudah diperbaiki akan diulas kembali 🙏🏻 Edit1 Sudah saya kirimkan bukti SS dll via e-mai Edit2 Siaap, semoga versi apk berikutnya lebih stabil. Terima kasih atas TL nya 👍🏻"
5,Keren
3,Aplikasi suka eror
1,APLIKASI NGGAK JELAS!! APLIKASI BURIK KOK BISA RATINGNYA NAIK YA..!!!??? BERARTI BENER KATANYA KEMAREN PAKAI BUZZER BUAT NAIKIN RATING?
5,Siap lah
5,Sertifikat valsinasi covid
5,Siiippp
5,Bagus
1,Kode verif lama... sejam login... krn waktu habis trs
5,Sertikat vaksin
1,Mohon petunjuk jika perangkat tidak kompatibel dengan aplikasinya apakah ada link buat hp android yg tidak kompatibel
4,Bagus
5,Bagus
5,Praktis semoga tambah maju
5,Cool
5,Pokoknya terbaiklah
5,Ship dhe
5,Sangat membantu
1,"Pas buka aplikasi close sendiri trus, kenapa ya??"
5,Sangat membantu di saat di tanyakan sertifikat vaksin
4,Paksin itu buagusi untuk . Kesehatan . Dan banyak manfatnya.
5,Bagus
1,Sertifikat vaksin tidak muncul. Masa kudu harus input tanggal vaksin.
1,Cepat muncul aplikadi peduli lindungi
3,Kasih bintang 3dulu
5,Sangat mantap dan andal
2,Kan apk nya udah di update terus pas masuk malah harus di update aja jadi kesel mana kuotanya dikit lagi
5,Sudah oke semuanya makanya aqu kasih 5 bintang
5,Ayo ... Indonesia sehat
4,Bagus
5,sangat membantu
5,Baik aman
5,ok
1,Kok nomor nya nggak bisa masuk ya padahal itu nomor nya itu yang aq gunakan masak SIM satu sama SIM dia nggak bisa digunakan gimana dengan alasan nomor telepon sdh digunakan. Masak iya harus ganti nomor baru bisa. Maaf ya aq kasih bintang satu. Pakai email kode Verifikasi nggak juga di kiri m.
1,"Gameplay nya buruk, terlalu nampak kali kayak scam nya, semua2 harus pake aplikasi ini, ga rekomend lah"
4,Ok
5,Ok
1,Sering terjadi masalah di aplikasinyaa
5,Sangat baik
5,Mantap
1,Design grafis sangat buruk. Aplikasi leled lambat. Sering keluar sendiri. Dan menyusahkan rakyat.
5,Alhamdulillah
2,V ox k7 Kurang * 66tbt.4._6r4 F5tg/ Y . 6ykb 9r ŕH8.j 7g Cy Tapi.gpp Y6 T6 4 4/ ...._6 o 8 Y Y t..y B 17 H.rb. 6qq
5,Aplikasi sangat membantu
5,Ok terima kasih
1,Akses buka sertifikat nya ribet... Tolong di permudah cara pemilihan tanggal lahir dan tanggal vaksin... karena metode ini terlalu sulit... terima kasih
5,Good
5,Oke
4,"Bintang 4 ajalah, Kebagusan kalo dikasih bintang 5"
1,Aplikasi cacat...
3,Kenapa aplikasinya selalu berhenti berhenti terus ya Ga bisa dibuka aplikasi nya Padahal udah update terus
5,Mantapmemang itu bosun sdh booster
5,Ok
5,Ok
5,Berguna untuk membantu Anda
5,Mantap
5,Mempermudah
1,Kenapa tidak bisa di buka sllu notif tidak menaggapi apklsinya.. Tolong respon
4,Click OPO Yakultollllll you here ooomuunmilloloooooolllllolllppolpllolooolonm Poo dan jjrjrri IMoololp Click download Ki mu n b
1,🤕
1,"Tiba2 terlog out, suda mengikuti saran spt hapus data tp ttp tdk bsa masuk ke akun. Coba buka lwt aplikasi lain spt gojek dll jg tdk bsa, INI GMN WOY???"
5,Good
5,Okayyy
1,Eror
5,Setelah update malah gak bisa di pakai gimana solusinya???? HADEH....
1,Dikit2 pake hp 😒
5,"Aplikasi yang sangat berguna apalagi sudah ditambahkan menu pelayanan kesehatan, teledokter dan cari kamar rumah sakit sangat membantu sekali"
5,Bisa buat jalan-jalan
4,Udah stabil
3,oke
5,Top
1,🌀
3,"Min kenapa akun saya tidak bisa dibuka, karna saya hp baru jadi saya ingin buka data saya dari hp baru ini tapi tidak bisa. Apakah ada saran dari mimin?"
5,Keren bagus
1,Lemot
5,Jn buDC CT feed😁😁😬😬😬😂😁👦\(-ㅂ-)/ ♥ ♥ ♥(๑・ω-)～♥”～(^з^)-♡(灬♥ω♥灬)👰😏
5,Ok
4,"Cukup baik selama ini, karena saya ga pernah bepergian jauh, masih dalam kota aja."
1,"Banyak bug di patch ini gk kek versi sebelumnya seperti suka keluar sendiri,Lagging brutal,dan visual yg bertambah buruk.Dan banyak yg tidak sesuai dengan power kita seperti matchmaking gk adil, sertifikat kurang jelas,dan harga diamond mahal.Tolong ditambahin lagi eventnya kayak skin gratis dan diamond gratis.Untuk UI nya agak BURIK mohon diperhatikan lagi dan untuk update berikutnya tambahin fitur Makar"
1,"agak laq di patch yang ini sebelumnya tidak terjadi, laq patah-patah saat awal game tapi saat sedang memasuki mid game mulai kerasa sedikit freeze dan tolong chat di game di sensor soalnya banyak yang rasis dan menghina orangtua. kepada developer yang terhormat saya merasa ada gangguan pada analog yang suka gerak sendiri dan masalah pada sinyal padahal sinyal saya 4g tapi kenapa ping nya 999+"
4,Sangat membantu saat diminta menujukkan status vaksin
5,For good
5,Good
1,Bikin susah rakyat
5,"Dgn Scan Bar Code Aplikasi ini di Mall/Fasos-Fasum, Sy bisa nyaman"
5,"Tank you.. sya kasih bintang .**** .walaupun sya jrang menggunakan aplikasi Peduli Lindungi ini,smga covid-19 hilang dan semua dalam lindungan ALLOH SWT & sehat2 selalu...AMIIIIN"
1,Apk opung
1,"didunia aja Pemaksaan Vaksinasi Melanggar HAM, belum lagi akan dipertanggung jawabkan"
3,Udah vaksin ke dua knpa sertifikat vaksin yg ke dua gk mncul ya
5,Sangat bermanfaat sekali
5,Top
5,Excellent
5,Sangat baik dan membantu trima ksh
5,Okkkkkkk
5,Friendly
5,Akhir akhir ini gak bisa dibuka kenapa ya
5,bagus
1,Satu ajah
1,"Apk maksain, biar d suruh pake aplikasi ini 😅😅😅😅😅😅😅😅😅"
5,Ok
1,Ribet
1,"Mau upgrade aplikasi nya ko ga bisa yaaa, padahal sdh ada perintah perbaharui"
4,"Cukup baik,membantu kami dalam beartifitas sehari hari"
5,Baik
3,Agak lambat
5,👍👍
5,Bagus 👍
5,Ok
5,Good
1,Pedulilindungi tidak bisa di akses....
5,Aku suka aplikasi ini
5,Mantap gan
5,"Sangat baik, terima kasih."
5,Baik
5,Makasih
5,Oke
5,Ok
5,Bagus
1,Gk jelas nih
1,"Tidak bisa masuk, keluar sendiri"
1,"Kalau hidup ini bisa di buat ribet kenapa ingin di permudah... Hidupnya mudah, apk nya yg bikin ribet👎👎👎"
5,Ok
1,"Tidak semua orang punya HP canggih, kenapa jadi kewajiban punya aplikasi ini😭"
1,SERTIFIKAT VAKSIN KE2 TIDAK MUNCUL
1,"Ini bagaimana sii, setiap buka aplikasi ko langsung keluar lagi, ada masalah apaa yaa, Sebelum di update masih normal-normal saja, tetapi setelah di update malah kacau bgini"
4,"Kenapa sih aplikasi ini hrs di perbarui terus,hpnya memorinya kecil"
1,"Aplikasi setelah update malah tdk bisa menampilkan sertifikat vaksin. Ini orang2 IT yg buat aplikasi Peduli lindungi terlalu pintar, apa terlalu goblog tolol pintar nya ya"
1,"Baru 1 menit di download, sudah minta update lagi ke versi terbaru Kacau😆😆😆"
5,Sangat membantu sekali
1,"Gegara data saya dipakai orang tiba²... sertifikat vaksin saya hilang semua. Sdh buat laporan dari sebelum Idul Fitri tp hingga sekarang sertifikat vaksin saya tetap belum keluar dan saya akhirnya terkukung tdk bisa kemana-mana gegara data² vaksin saya raib dipakai orang lain! Apa-apa sekarang perlu sertifikat vaksin. Kelihatan antar lembaga...Kemenkes,kominfo, dukcapil tidak sinkron dan menyepelekan."
4,Bedelaw
5,Baik
1,Aplikasi saya kok diblokir? Jadi ngak bisa dibuka.
5,Siip👍
4,Penting iso lewaattt
1,Ribet
1,"Tidak bisa di buka pedulilindunginya sudah 3hr muncul tulisan. ada keterangan tertulis "" pedulilindungi terus berhenti.."" *Info aplikasi *Tutup aplikasi *Kirim masukan Selalu muncul tulisan itu tiap 15 detik. Itu kenapa ya..??"
5,Bagus
4,Membantu
5,Oke
1,"Udah aku uninstal apk nya,skrg klw mau scan"" lewat apk lazada atau gojek di situ lebih gampang,dri pd apk peduli lindungi kaga bisa di pake lagi"
4,Sangat  membantu
1,Sering keluar aplikasi sendiri...
5,Baik
1,"Selalu minta di perbarui,mohon di benarkan"
5,Sangat membantu..thanks
5,Bagus
5,👍👍
5,Terima kasih
1,Saya mau serifikat kedua harus muncul di peduli lindungi saya 😬
5,Sangat membatu.. keren..
